scenario,distance_km,qber,key_rate,tx_prob,eve_present,intercept_rate,is_secure,throughput_mbps,avg_delay_ms,packet_loss_rate,packets_sent,packets_recv,jitter_ms,tls_handshake_ms,tls_data_transfer_ms
fiber_50km,50.00000000,0.19673467,0.00000000,0.01000000,0,0.00000000,0,183.7951,0.0917,0.0000,925519,924935,0.0051,4.4015,0.0803
