scenario,distance_km,qber,key_rate,tx_prob,eve_present,intercept_rate,is_secure,throughput_mbps,avg_delay_ms,packet_loss_rate,packets_sent,packets_recv,jitter_ms,tls_handshake_ms,tls_data_transfer_ms
fiber_100km,100.00000000,0.31606028,0.00000000,0.00100000,0,0.00000000,0,183.7949,0.0917,0.0000,925516,924932,0.0051,4.4030,0.0805
