scenario,distance_km,qber,key_rate,tx_prob,eve_present,intercept_rate,is_secure,throughput_mbps,avg_delay_ms,packet_loss_rate,packets_sent,packets_recv,jitter_ms,tls_handshake_ms,tls_data_transfer_ms
tls_handshake_1km,1.00000000,0.00497508,0.04343074,0.09549926,0,0.00000000,1,183.7953,0.0917,0.0000,925519,924935,0.0050,4.4000,0.0800
tls_handshake_10km,10.00000000,0.04758129,0.01413141,0.06309573,0,0.00000000,1,260.8551,0.1002,0.0000,1297137,1296226,0.0067,4.4003,0.0800
tls_handshake_50km,50.00000000,0.19673467,0.00000000,0.01000000,0,0.00000000,0,182.8835,0.0847,0.0000,910863,910230,0.0051,4.4015,0.0803
tls_handshake_100km,100.00000000,0.31606028,0.00000000,0.00100000,0,0.00000000,0,259.4610,0.1042,0.0000,1288582,1287766,0.0067,4.4030,0.0805
