scenario,distance_km,qber,key_rate,tx_prob,eve_present,intercept_rate,is_secure,throughput_mbps,avg_delay_ms,packet_loss_rate,packets_sent,packets_recv,jitter_ms,tls_handshake_ms,tls_data_transfer_ms
eve_attack,20.00000000,0.09063462,0.00244499,0.03981072,1,0.00000000,1,0.4161,0.0008,0.0000,4005,4003,0.0000,4.4006,0.0801
eve_attack,20.00000000,0.11336876,0.00000000,0.03981072,1,0.10000000,0,0.4068,0.0008,0.0000,4005,3914,0.0000,4.4006,0.0801
eve_attack,20.00000000,0.13610289,0.00000000,0.03981072,1,0.20000000,0,245.0444,0.0008,0.0000,4004,3810,0.0000,4.4006,0.0801
eve_attack,20.00000000,0.15883703,0.00000000,0.03981072,1,0.30000000,0,0.3853,0.0008,0.0000,4005,3707,0.0000,4.4006,0.0801
eve_attack,20.00000000,0.20430530,0.00000000,0.03981072,1,0.50000000,0,0.3629,0.0008,0.0000,4005,3492,0.0000,4.4006,0.0801
eve_attack,20.00000000,0.24977356,0.00000000,0.03981072,1,0.70000000,0,0.3437,0.0008,0.0000,4005,3307,0.0000,4.4006,0.0801
eve_attack,20.00000000,0.31797597,0.00000000,0.03981072,1,1.00000000,0,0.4778,0.0009,0.0000,4003,3062,0.0000,4.4006,0.0801
